[2023-10-12 15:27:19] INFO: Starting local search for instance Ann_Arbor...
[2023-10-12 15:27:24] INFO: Checking for improvement from closing terminal ID 11
[2023-10-12 15:27:24] INFO: Before closing the charging station...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3600000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 18
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23860727.029600
[2023-10-12 15:27:24] INFO: Vehicle indices affected: 24 
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 24
[2023-10-12 15:27:24] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3400000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 17
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23660727.029600
[2023-10-12 15:27:24] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:24] INFO: Optimizing scheduling...
[2023-10-12 15:27:24] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:24] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:24] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:24] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:24] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:24] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3400000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 17
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23660727.029600
[2023-10-12 15:27:24] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:24] INFO: Checking for improvement from closing terminal ID 7
[2023-10-12 15:27:24] INFO: Before closing the charging station...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3400000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 17
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23660727.029600
[2023-10-12 15:27:24] INFO: Vehicle indices affected: 38 
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 38
[2023-10-12 15:27:24] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3200000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 16
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23460727.029600
[2023-10-12 15:27:24] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:24] INFO: Optimizing scheduling...
[2023-10-12 15:27:24] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:24] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:24] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:24] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:24] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:24] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3200000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 16
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23460727.029600
[2023-10-12 15:27:24] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:24] INFO: Checking for improvement from closing terminal ID 16
[2023-10-12 15:27:24] INFO: Before closing the charging station...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3200000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 16
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23460727.029600
[2023-10-12 15:27:24] INFO: Vehicle indices affected: 6 9 10 11 12 15 16 17 18 20 23 26 27 28 30 31 32 33 34 36 37 38 41 
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 41
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 38
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 37
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 36
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 34
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 33
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 32
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 31
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 30
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 28
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 27
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 26
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 23
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 20
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 18
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 17
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 16
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 15
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 12
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 11
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 10
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 9
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 6
[2023-10-12 15:27:24] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3000000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 15
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23260727.029600
[2023-10-12 15:27:24] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:24] INFO: Optimizing scheduling...
[2023-10-12 15:27:24] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:24] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:24] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:24] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:24] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:24] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3000000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 15
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23260727.029600
[2023-10-12 15:27:24] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:24] INFO: Checking for improvement from closing terminal ID 14
[2023-10-12 15:27:24] INFO: Before closing the charging station...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 3000000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 15
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23260727.029600
[2023-10-12 15:27:24] INFO: Vehicle indices affected: 0 4 5 6 7 9 10 15 19 21 23 27 28 34 37 42 46 47 48 
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 48
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 47
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 46
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 42
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 37
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 34
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 28
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 27
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 23
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 21
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 19
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 15
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 10
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 9
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 7
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 6
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 5
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 4
[2023-10-12 15:27:24] INFO: Checking feasibility of vehicle: 0
[2023-10-12 15:27:24] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:24] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:24] DEBUG: Fixed cost of opening charging stations: 2800000.000000
[2023-10-12 15:27:24] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:24] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:24] INFO: Number of charging stations: 14
[2023-10-12 15:27:24] INFO: Number of buses used: 56
[2023-10-12 15:27:24] INFO: Total cost: 23060727.029600
[2023-10-12 15:27:24] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:24] INFO: Optimizing scheduling...
[2023-10-12 15:27:25] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:25] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:25] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2800000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 14
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 23060727.029600
[2023-10-12 15:27:25] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:25] INFO: Checking for improvement from closing terminal ID 21
[2023-10-12 15:27:25] INFO: Before closing the charging station...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2800000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 14
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 23060727.029600
[2023-10-12 15:27:25] INFO: Vehicle indices affected: 4 6 16 17 19 22 28 29 31 
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 31
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 29
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 28
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 22
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 19
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 17
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 16
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 6
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 4
[2023-10-12 15:27:25] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2600000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 13
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22860727.029600
[2023-10-12 15:27:25] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:25] INFO: Optimizing scheduling...
[2023-10-12 15:27:25] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:25] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:25] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2600000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 13
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22860727.029600
[2023-10-12 15:27:25] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:25] INFO: Checking for improvement from closing terminal ID 25
[2023-10-12 15:27:25] INFO: Before closing the charging station...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2600000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 13
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22860727.029600
[2023-10-12 15:27:25] INFO: Vehicle indices affected: 2 8 9 10 11 12 15 17 20 21 22 23 24 31 37 42 
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 42
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 37
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 31
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 24
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 23
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 22
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 21
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 20
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 17
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 15
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 12
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 11
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 10
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 9
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 8
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 2
[2023-10-12 15:27:25] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2400000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 12
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22660727.029600
[2023-10-12 15:27:25] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:25] INFO: Optimizing scheduling...
[2023-10-12 15:27:25] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:25] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:25] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2400000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 12
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22660727.029600
[2023-10-12 15:27:25] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:25] INFO: Checking for improvement from closing terminal ID 9
[2023-10-12 15:27:25] INFO: Before closing the charging station...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2400000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 12
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22660727.029600
[2023-10-12 15:27:25] INFO: Vehicle indices affected: 39 
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 39
[2023-10-12 15:27:25] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2200000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 11
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22460727.029600
[2023-10-12 15:27:25] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:25] INFO: Optimizing scheduling...
[2023-10-12 15:27:25] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:25] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:25] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2200000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 11
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22460727.029600
[2023-10-12 15:27:25] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:25] INFO: Checking for improvement from closing terminal ID 28
[2023-10-12 15:27:25] INFO: Before closing the charging station...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2200000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 11
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22460727.029600
[2023-10-12 15:27:25] INFO: Vehicle indices affected: 0 6 8 10 15 18 20 22 26 29 30 33 36 42 46 48 51 
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 51
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 48
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 46
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 42
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 36
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 33
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 30
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 29
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 26
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 22
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 20
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 18
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 15
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 10
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 8
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 6
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 0
[2023-10-12 15:27:25] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2000000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 10
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22260727.029600
[2023-10-12 15:27:25] INFO: Applying local search locations to adjust scheduling...
[2023-10-12 15:27:25] INFO: Optimizing scheduling...
[2023-10-12 15:27:25] INFO: Savings from exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: Savings from shifts operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from trip exchanges or shifts...
[2023-10-12 15:27:25] INFO: Checking for improvement from depot exchanges...
[2023-10-12 15:27:25] INFO: Savings from depot exchange operator: 0.000000
[2023-10-12 15:27:25] INFO: No improvement possible from depot exchanges...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2000000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 10
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22260727.029600
[2023-10-12 15:27:25] INFO: Objective improved by 200000.000000
[2023-10-12 15:27:25] INFO: Checking for improvement from closing terminal ID 20
[2023-10-12 15:27:25] INFO: Before closing the charging station...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 2000000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19600000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 10
[2023-10-12 15:27:25] INFO: Number of buses used: 56
[2023-10-12 15:27:25] INFO: Total cost: 22260727.029600
[2023-10-12 15:27:25] INFO: Vehicle indices affected: 0 5 7 8 18 22 23 25 29 30 31 32 35 37 39 47 50 
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 50
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 47
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 39
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 37
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 35
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 32
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 31
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 30
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 29
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 25
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 23
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 22
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 18
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 8
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 7
[2023-10-12 15:27:25] INFO: Splitting rotation after trip ID 710 of vehicle index 7...
[2023-10-12 15:27:25] INFO: Trip IDs before splitting: 860 506 775 858 103 707 839 615 219 470 735 820 209 710 845 208 255 182 860 
[2023-10-12 15:27:25] INFO: Old rotation trip IDs: 860 506 775 858 103 707 839 615 219 470 735 820 209 710 860 
[2023-10-12 15:27:25] INFO: New rotation trip IDs: 860 845 208 255 182 860 
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 7
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 56
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 5
[2023-10-12 15:27:25] INFO: Checking feasibility of vehicle: 0
[2023-10-12 15:27:25] INFO: After closing the charging station and creating new rotations (if any)...
[2023-10-12 15:27:25] INFO: Calculating the objective value of the solution...
[2023-10-12 15:27:25] DEBUG: Fixed cost of opening charging stations: 1800000.000000
[2023-10-12 15:27:25] DEBUG: Fixed cost of bus acquisition: 19950000.000000
[2023-10-12 15:27:25] DEBUG: Total cost of deadheading: 660727.029600
[2023-10-12 15:27:25] INFO: Number of charging stations: 9
[2023-10-12 15:27:25] INFO: Number of buses used: 57
[2023-10-12 15:27:25] INFO: Total cost: 22410727.029600
[2023-10-12 15:27:25] INFO: Applying local search locations to adjust scheduling...
